Item_Identifier,Item_Weight,Item_Visibility,Year,Outlet_Identifier,Item_Type,Item_MRP,MRP_Level,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Converted Sales
FDH38,6.425,0.010454459,17,OUT049,Canned,115.6808,Medium,2,Tier 1,Supermarket Type1,1406.1696,0.914
FDY21,15.1,0.172641213,31,OUT027,Snack Foods,195.111,High,2,Tier 3,Supermarket Type3,5303.097,3.447
FDT60,12,0.075701524,14,OUT045,Baking Goods,124.6388,Medium,2,Tier 2,Supermarket Type1,2105.2596,1.368
DRZ24,7.535,0.081914677,17,OUT049,Soft Drinks,120.344,Medium,2,Tier 1,Supermarket Type1,3835.008,2.493
FDW56,7.68,0.071010513,17,OUT049,Fruits and Vegetables,190.9162,High,2,Tier 1,Supermarket Type1,5195.2374,3.377
FDG57,14.7,0.072444983,14,OUT045,Fruits and Vegetables,48.6034,Low,2,Tier 2,Supermarket Type1,194.4136,0.126
FDY14,10.3,0.069981909,29,OUT013,Dairy,263.0226,Very_High,1,Tier 3,Supermarket Type1,6079.4198,3.952
FDS19,13.8,0.06457046,9,OUT017,Fruits and Vegetables,76.2012,Medium,2,Tier 2,Supermarket Type1,1669.8264,1.085
FDX01,10.1,0.024159767,12,OUT035,Canned,114.715,Medium,3,Tier 2,Supermarket Type1,815.605,0.53
FDV32,7.785,0.089210159,9,OUT017,Fruits and Vegetables,64.251,Low,2,Tier 2,Supermarket Type1,1328.271,0.863
DRI39,13.8,0.097611115,9,OUT017,Dairy,54.893,Low,2,Tier 2,Supermarket Type1,679.116,0.441
NCU05,11.8,0.058975504,7,OUT018,Health and Hygiene,81.7618,Medium,2,Tier 3,Supermarket Type2,966.7416,0.628
NCA29,10.5,0.027430696,9,OUT017,Household,171.1106,High,2,Tier 2,Supermarket Type1,3593.3226,2.336
FDO10,13.65,0.014183265,31,OUT019,Snack Foods,58.7588,Low,3,Tier 1,Grocery Store,400.8116,0.261
DRL47,19.7,0.038815341,14,OUT045,Hard Drinks,124.2362,Medium,2,Tier 2,Supermarket Type1,1887.543,1.227
FDA50,16.25,0.152632413,31,OUT019,Dairy,98.441,Medium,3,Tier 1,Grocery Store,96.541,0.063
FDU23,12.15,0.021618297,31,OUT027,Breads,167.1184,High,2,Tier 3,Supermarket Type3,2476.776,1.61
FDR27,15.1,0.096491904,7,OUT018,Meat,134.4942,Medium,2,Tier 3,Supermarket Type2,1854.9188,1.206
DRH36,16.2,0.033568871,9,OUT017,Soft Drinks,74.9696,Medium,2,Tier 2,Supermarket Type1,2162.5184,1.406
FDZ51,11.3,0.054507422,29,OUT013,Meat,96.3094,Medium,1,Tier 3,Supermarket Type1,666.4658,0.433
FDQ40,11.1,0.063079544,31,OUT019,Frozen Foods,175.7712,High,3,Tier 1,Grocery Store,351.5424,0.229
FDB17,13.15,0.064208126,31,OUT019,Frozen Foods,180.1976,High,3,Tier 1,Grocery Store,181.0976,0.118
FDQ16,19.7,0.041974489,9,OUT017,Frozen Foods,108.6912,Medium,2,Tier 2,Supermarket Type1,2183.824,1.419
FDG09,20.6,0.048207431,9,OUT017,Fruits and Vegetables,188.0556,High,2,Tier 2,Supermarket Type1,2065.3116,1.342
DRI59,9.5,0.041065647,9,OUT017,Hard Drinks,223.5088,Very_High,2,Tier 2,Supermarket Type1,4697.8848,3.054
FDH47,13.5,0.128709014,29,OUT013,Starchy Foods,96.1068,Medium,1,Tier 3,Supermarket Type1,1846.9292,1.201
FDA21,13.65,0.03596071,19,OUT046,Snack Foods,186.3924,High,3,Tier 1,Supermarket Type1,1665.8316,1.083
NCO05,7.27,0.046520703,29,OUT013,Health and Hygiene,97.7384,Medium,1,Tier 3,Supermarket Type1,591.2304,0.384
NCL31,7.39,0.210596485,31,OUT019,Others,144.747,High,3,Tier 1,Grocery Store,143.147,0.093
NCH42,6.86,0.03674399,9,OUT017,Household,231.201,Very_High,2,Tier 2,Supermarket Type1,6201.927,4.031
FDG57,14.7,0.072238195,29,OUT013,Fruits and Vegetables,47.5034,Low,1,Tier 3,Supermarket Type1,972.068,0.632
NCQ50,18.75,0.034141213,31,OUT027,Household,211.9218,Very_High,2,Tier 3,Supermarket Type3,3419.5488,2.223
FDK24,9.195,0.101500374,14,OUT045,Baking Goods,45.2744,Low,2,Tier 2,Supermarket Type1,679.116,0.441
DRG39,14.15,0.042246575,17,OUT049,Dairy,54.2982,Low,2,Tier 1,Supermarket Type1,1104.5622,0.718
FDX46,12.3,0.058105769,12,OUT035,Snack Foods,60.4562,Low,3,Tier 2,Supermarket Type1,1777.686,1.155
FDY01,11.8,0.170141787,29,OUT013,Canned,116.7834,Medium,1,Tier 3,Supermarket Type1,2303.668,1.497
FDJ40,13.6,0.049579883,12,OUT035,Frozen Foods,110.0912,Medium,3,Tier 2,Supermarket Type1,1965.4416,1.278
FDS01,11.6,0.020565587,17,OUT049,Canned,178.2686,High,2,Tier 1,Supermarket Type1,1955.4546,1.271
FDJ09,15,0.058725134,9,OUT017,Snack Foods,43.6744,Low,2,Tier 2,Supermarket Type1,407.4696,0.265
FDT49,7,0.16426918,17,OUT049,Canned,105.628,Medium,2,Tier 1,Supermarket Type1,1384.864,0.9
FDW50,13.1,0.075695552,17,OUT049,Dairy,168.4158,High,2,Tier 1,Supermarket Type1,1504.0422,0.978
FDV39,11.3,0.007321067,9,OUT017,Meat,197.7426,High,2,Tier 2,Supermarket Type1,2570.6538,1.671
FDY36,12.3,0.009463757,9,OUT017,Baking Goods,73.838,Medium,2,Tier 2,Supermarket Type1,1245.046,0.809
NCE18,10,0.021407511,29,OUT013,Household,248.175,Very_High,1,Tier 3,Supermarket Type1,3495.45,2.272
FDB05,5.155,0.145669556,31,OUT019,Frozen Foods,247.2776,Very_High,3,Tier 1,Grocery Store,743.0328,0.483
FDK14,6.98,0.041273236,7,OUT018,Canned,82.4934,Medium,2,Tier 3,Supermarket Type2,982.7208,0.639
FDP10,19,0.128090139,19,OUT046,Snack Foods,107.0622,Medium,3,Tier 1,Supermarket Type1,1376.2086,0.895
FDC45,17,0.135707553,12,OUT035,Fruits and Vegetables,172.5106,High,3,Tier 2,Supermarket Type1,2053.3272,1.335
FDS48,15.15,0.027774002,12,OUT035,Baking Goods,152.3708,High,3,Tier 2,Supermarket Type1,3159.8868,2.054
FDX04,19.6,0.07278643,31,OUT019,Frozen Foods,49.4376,Low,3,Tier 1,Grocery Store,191.7504,0.125
FDQ20,8.325,0.029640604,31,OUT027,Fruits and Vegetables,40.8138,Low,2,Tier 3,Supermarket Type3,1543.3244,1.003
FDU13,8.355,0.187939003,14,OUT045,Canned,146.9418,High,2,Tier 2,Supermarket Type1,1029.9926,0.669
NCR53,12.15,0.14492016,29,OUT013,Health and Hygiene,224.4404,Very_High,1,Tier 3,Supermarket Type1,1800.3232,1.17
FDN49,17.25,0.125419157,17,OUT049,Breakfast,40.048,Low,2,Tier 1,Supermarket Type1,399.48,0.26
FDR31,6.46,0.049121972,29,OUT013,Fruits and Vegetables,144.6102,High,1,Tier 3,Supermarket Type1,2916.204,1.896
DRI03,6.03,0.026777311,31,OUT027,Dairy,175.3028,High,2,Tier 3,Supermarket Type3,3719.1588,2.417
FDL58,5.78,0.074149074,19,OUT046,Snack Foods,262.2568,Very_High,3,Tier 1,Supermarket Type1,5273.136,3.428
NCJ05,18.7,0.04604992,29,OUT013,Health and Hygiene,151.9682,High,1,Tier 3,Supermarket Type1,3354.3004,2.18
FDS10,19.2,0.035384612,9,OUT017,Snack Foods,180.3318,High,2,Tier 2,Supermarket Type1,3428.2042,2.228
FDK34,13.35,0.038340116,31,OUT027,Snack Foods,240.1564,Very_High,2,Tier 3,Supermarket Type3,7150.692,4.648
FDW48,18,0.008548776,31,OUT019,Baking Goods,81.8618,Medium,3,Tier 1,Grocery Store,161.1236,0.105
FDE08,18.2,0.049080853,31,OUT027,Fruits and Vegetables,147.7734,High,2,Tier 3,Supermarket Type3,4602.6754,2.992
NCH06,12.3,0.076183667,31,OUT027,Household,245.646,Very_High,2,Tier 3,Supermarket Type3,3695.19,2.402
FDV08,7.35,0.028711412,7,OUT018,Fruits and Vegetables,39.9454,Low,2,Tier 3,Supermarket Type2,377.5086,0.245
FDQ15,20.35,0.163938181,19,OUT046,Meat,81.6276,Medium,3,Tier 1,Supermarket Type1,1787.0072,1.162
FDL56,14.1,0.12517151,31,OUT027,Fruits and Vegetables,88.9198,Medium,2,Tier 3,Supermarket Type3,3139.9128,2.041
DRC12,17.85,0.037826873,19,OUT046,Soft Drinks,189.7188,High,3,Tier 1,Supermarket Type1,2285.0256,1.485
FDX49,4.615,0.101747034,29,OUT013,Canned,231.33,Very_High,1,Tier 3,Supermarket Type1,4660.6,3.029
FDJ09,15,0.058469166,12,OUT035,Snack Foods,47.2744,Low,3,Tier 2,Supermarket Type1,679.116,0.441
FDN23,6.575,0.075142108,31,OUT027,Breads,145.8444,High,2,Tier 3,Supermarket Type3,3773.7544,2.453
DRD01,12.1,0.061424738,7,OUT018,Soft Drinks,56.7614,Low,2,Tier 3,Supermarket Type2,1049.9666,0.682
FDS43,11.65,0.040597054,14,OUT045,Fruits and Vegetables,187.324,High,2,Tier 2,Supermarket Type1,1864.24,1.212
FDY48,14,0.041556697,31,OUT019,Baking Goods,104.4332,Medium,3,Tier 1,Grocery Store,307.5996,0.2
FDU12,15.5,0.126791761,18,OUT010,Baking Goods,262.1568,Very_High,2,Tier 3,Grocery Store,527.3136,0.343
FDX33,9.195,0.117484834,19,OUT046,Snack Foods,158.5578,High,3,Tier 1,Supermarket Type1,2406.867,1.564
FDH45,15.1,0.106097275,7,OUT018,Fruits and Vegetables,43.2796,Low,2,Tier 3,Supermarket Type2,123.8388,0.08
FDJ10,5.095,0.129395895,29,OUT013,Snack Foods,140.3838,High,1,Tier 3,Supermarket Type1,1826.2894,1.187
FDX32,15.1,0.100265027,7,OUT018,Fruits and Vegetables,142.5786,High,2,Tier 3,Supermarket Type2,3323.0078,2.16
DRG51,12.1,0.011557563,17,OUT049,Dairy,165.3526,High,2,Tier 1,Supermarket Type1,3453.5046,2.245
NCB31,6.235,0.119157788,7,OUT018,Household,263.791,Very_High,2,Tier 3,Supermarket Type2,2103.928,1.368
FDW47,15,0.077622622,18,OUT010,Breads,121.8414,Medium,2,Tier 3,Grocery Store,243.6828,0.158
FDT20,10.5,0.041194986,31,OUT027,Fruits and Vegetables,39.1164,Low,2,Tier 3,Supermarket Type3,1235.7248,0.803
FDI34,10.65,0.085135953,19,OUT046,Snack Foods,232.3668,Very_High,3,Tier 1,Supermarket Type1,3685.8688,2.396
FDH56,9.8,0.106816919,18,OUT010,Fruits and Vegetables,114.2492,Medium,2,Tier 3,Grocery Store,463.3968,0.301
DRJ47,18.25,0.04421348,29,OUT013,Hard Drinks,173.408,High,1,Tier 3,Supermarket Type1,1038.648,0.675
FDP04,15.35,0.013745883,31,OUT027,Frozen Foods,62.0168,Low,2,Tier 3,Supermarket Type3,1534.0032,0.997
NCZ06,19.6,0.094308058,17,OUT049,Household,251.8698,Very_High,2,Tier 1,Supermarket Type1,3551.3772,2.308
FDY37,17,0.026622757,14,OUT045,Canned,144.247,High,2,Tier 2,Supermarket Type1,3149.234,2.047
FDO46,9.6,0.014234595,17,OUT049,Snack Foods,190.2872,High,2,Tier 1,Supermarket Type1,4727.18,3.073
FDI10,8.51,0.078526225,17,OUT049,Snack Foods,173.5422,High,2,Tier 1,Supermarket Type1,5000.8238,3.251
NCT42,5.88,0.0249887,7,OUT018,Household,150.3392,High,2,Tier 3,Supermarket Type2,447.4176,0.291
FDE29,8.905,0.143712172,7,OUT018,Frozen Foods,60.2878,Low,2,Tier 3,Supermarket Type2,1151.1682,0.748
FDQ11,5.695,0.067373081,31,OUT027,Breads,258.8988,Very_High,2,Tier 3,Supermarket Type3,3083.9856,2.005
FDS20,8.85,0.053822086,29,OUT013,Fruits and Vegetables,183.8292,High,1,Tier 3,Supermarket Type1,2554.0088,1.66
FDR26,20.7,0.043011277,7,OUT018,Dairy,177.2028,High,2,Tier 3,Supermarket Type2,3364.9532,2.187
NCH43,8.42,0.123557061,31,OUT019,Household,216.6192,Very_High,3,Tier 1,Grocery Store,215.7192,0.14
FDO25,6.3,0.127968205,7,OUT018,Canned,209.627,Very_High,2,Tier 3,Supermarket Type2,3984.813,2.59
FDB40,17.5,0.007570599,7,OUT018,Dairy,144.6102,High,2,Tier 3,Supermarket Type2,2187.153,1.422
FDB14,20.25,0.11049948,31,OUT019,Canned,92.312,Medium,3,Tier 1,Grocery Store,372.848,0.242
FDW23,5.765,0.081996785,12,OUT035,Baking Goods,40.1164,Low,3,Tier 2,Supermarket Type1,540.6296,0.351
FDZ23,17.75,0.067777778,7,OUT018,Baking Goods,186.924,High,2,Tier 3,Supermarket Type2,3169.208,2.06
FDX35,5.035,0.080362549,9,OUT017,Breads,229.0036,Very_High,2,Tier 2,Supermarket Type1,4326.3684,2.812
FDX24,8.355,0.013929059,19,OUT046,Baking Goods,94.1462,Medium,3,Tier 1,Supermarket Type1,2221.1088,1.444
DRG15,6.13,0.077169953,9,OUT017,Dairy,63.0536,Low,2,Tier 2,Supermarket Type1,1225.072,0.796
FDY60,10.5,0.02893152,19,OUT046,Baking Goods,143.3128,High,3,Tier 1,Supermarket Type1,1438.128,0.935
FDK02,12.5,0.112681821,7,OUT018,Canned,119.144,Medium,2,Tier 3,Supermarket Type2,3235.788,2.103
FDK24,9.195,0.10080442,31,OUT027,Baking Goods,45.4744,Low,2,Tier 3,Supermarket Type3,1041.3112,0.677
NCA05,20.75,0.02512588,12,OUT035,Health and Hygiene,150.4734,High,3,Tier 2,Supermarket Type1,890.8404,0.579
FDN33,6.305,0.122519571,31,OUT027,Snack Foods,93.0436,Medium,2,Tier 3,Supermarket Type3,2363.59,1.536
FDA09,13.35,0.15021128,9,OUT017,Snack Foods,179.066,High,2,Tier 2,Supermarket Type1,2696.49,1.753
FDK50,7.96,0.028357839,12,OUT035,Canned,163.2894,High,3,Tier 2,Supermarket Type1,4530.1032,2.945
NCE55,8.92,0.130663423,9,OUT017,Household,175.237,High,2,Tier 2,Supermarket Type1,2117.244,1.376
FDG12,6.635,0.006335942,17,OUT049,Baking Goods,121.8098,Medium,2,Tier 1,Supermarket Type1,2048.6666,1.332
FDC37,15.5,0.032845997,29,OUT013,Baking Goods,106.7938,Medium,1,Tier 3,Supermarket Type1,3215.814,2.09
DRG15,6.13,0.076735903,19,OUT046,Dairy,62.4536,Low,3,Tier 1,Supermarket Type1,1225.072,0.796
FDQ58,7.315,0.01530184,19,OUT046,Snack Foods,154.434,High,3,Tier 1,Supermarket Type1,1378.206,0.896
FDQ51,16,0.029377239,18,OUT010,Meat,46.1718,Low,2,Tier 3,Grocery Store,94.5436,0.061
FDR46,16.85,0.233356571,18,OUT010,Snack Foods,146.576,High,2,Tier 3,Grocery Store,439.428,0.286
FDC50,15.85,0.137053947,7,OUT018,Canned,94.4094,Medium,2,Tier 3,Supermarket Type2,1047.3034,0.681
FDJ09,15,0.058469166,19,OUT046,Snack Foods,43.4744,Low,3,Tier 1,Supermarket Type1,543.2928,0.353
NCC18,19.1,0.177236497,12,OUT035,Household,172.3422,High,3,Tier 2,Supermarket Type1,2586.633,1.681
FDL04,19,0.111830282,29,OUT013,Frozen Foods,105.4622,Medium,1,Tier 3,Supermarket Type1,952.7598,0.619
FDH48,13.5,0.072812465,17,OUT049,Baking Goods,84.654,Medium,2,Tier 1,Supermarket Type1,1211.756,0.788
FDD38,16.75,0.008204465,17,OUT049,Canned,99.8674,Medium,2,Tier 1,Supermarket Type1,2342.9502,1.523
FDT47,5.26,0.02439015,31,OUT027,Breads,95.9068,Medium,2,Tier 3,Supermarket Type3,3207.8244,2.085
FDE41,9.195,0.064143995,14,OUT045,Frozen Foods,85.9566,Medium,2,Tier 2,Supermarket Type1,1691.132,1.099
FDH19,19.35,0.033275634,9,OUT017,Meat,173.8738,High,2,Tier 2,Supermarket Type1,2432.8332,1.581
FDW26,11.8,0.107662745,9,OUT017,Dairy,224.1772,Very_High,2,Tier 2,Supermarket Type1,2890.9036,1.879
FDW35,10.6,0.01115195,9,OUT017,Breads,40.6454,Low,2,Tier 2,Supermarket Type1,167.7816,0.109
FDQ55,13.65,0.013064516,14,OUT045,Fruits and Vegetables,115.5834,Medium,2,Tier 2,Supermarket Type1,1382.2008,0.898
FDV22,14.85,0.009954237,17,OUT049,Snack Foods,158.263,High,2,Tier 1,Supermarket Type1,2659.871,1.729
NCN29,15.2,0.021214364,31,OUT019,Health and Hygiene,48.2034,Low,3,Tier 1,Grocery Store,97.2068,0.063
FDQ26,13.5,0.067859568,12,OUT035,Dairy,60.1562,Low,3,Tier 2,Supermarket Type1,1599.9174,1.04
FDV24,5.635,0.103481775,14,OUT045,Baking Goods,150.005,High,2,Tier 2,Supermarket Type1,1797.66,1.168
FDG50,7.405,0.015358176,9,OUT017,Canned,92.4146,Medium,2,Tier 2,Supermarket Type1,1459.4336,0.949
NCF42,17.35,0.293066133,31,OUT019,Household,177.0712,High,3,Tier 1,Grocery Store,351.5424,0.229
FDT46,11.35,0.030981392,9,OUT017,Snack Foods,51.9008,Low,2,Tier 2,Supermarket Type1,708.4112,0.46
DRE49,20.75,0.023333339,31,OUT027,Soft Drinks,153.8024,High,2,Tier 3,Supermarket Type3,7741.9224,5.032
FDV56,16.1,0.013623294,14,OUT045,Fruits and Vegetables,109.3596,Medium,2,Tier 2,Supermarket Type1,1186.4556,0.771
FDD32,17.7,0.041098734,7,OUT018,Fruits and Vegetables,80.9276,Medium,2,Tier 3,Supermarket Type2,487.3656,0.317
NCN19,13.1,0.01209726,12,OUT035,Others,188.853,High,3,Tier 2,Supermarket Type1,3225.801,2.097
FDQ48,14.3,0.034382602,29,OUT013,Baking Goods,96.5726,Medium,1,Tier 3,Supermarket Type1,2251.0698,1.463
FDW34,9.6,0.035406842,31,OUT027,Snack Foods,244.317,Very_High,2,Tier 3,Supermarket Type3,8262.578,5.371
NCS38,8.6,0.090374342,14,OUT045,Household,114.3176,Medium,2,Tier 2,Supermarket Type1,1946.7992,1.265
FDL58,5.78,0.074451126,7,OUT018,Snack Foods,264.5568,Very_High,2,Tier 3,Supermarket Type2,6327.7632,4.113
FDY59,8.195,0.031467128,14,OUT045,Baking Goods,91.8462,Medium,2,Tier 2,Supermarket Type1,2313.655,1.504
FDZ03,13.65,0.078786674,19,OUT046,Dairy,184.824,High,3,Tier 1,Supermarket Type1,3355.632,2.181
FDP60,17.35,0.056032247,14,OUT045,Baking Goods,102.3016,Medium,2,Tier 2,Supermarket Type1,1619.2256,1.052
NCI30,20.25,0.058935522,19,OUT046,Household,246.646,Very_High,3,Tier 1,Supermarket Type1,2463.46,1.601
FDO03,10.395,0.064577332,31,OUT019,Meat,230.5352,Very_High,3,Tier 1,Grocery Store,687.1056,0.447
FDZ20,16.1,0.034306962,19,OUT046,Fruits and Vegetables,252.3356,Very_High,3,Tier 1,Supermarket Type1,3815.034,2.48
FDQ31,5.785,0.053586458,31,OUT027,Fruits and Vegetables,89.7856,Medium,2,Tier 3,Supermarket Type3,966.7416,0.628
FDY03,17.6,0.076431919,7,OUT018,Meat,113.2202,Medium,2,Tier 3,Supermarket Type2,2025.3636,1.316
FDW45,18,0.039090105,14,OUT045,Snack Foods,148.4418,High,2,Tier 2,Supermarket Type1,4119.9704,2.678
NCO41,12.5,0.031549131,18,OUT010,Health and Hygiene,99.0384,Medium,2,Tier 3,Grocery Store,197.0768,0.128
FDK16,9.065,0.115233813,29,OUT013,Frozen Foods,94.4094,Medium,1,Tier 3,Supermarket Type1,2856.282,1.857
FDZ16,16.85,0.159825617,12,OUT035,Frozen Foods,195.5478,High,3,Tier 2,Supermarket Type1,4262.4516,2.771
NCD18,16,0.073080167,9,OUT017,Household,228.4668,Very_High,2,Tier 2,Supermarket Type1,2534.0348,1.647
FDF52,9.3,0.066727717,29,OUT013,Frozen Foods,181.6292,High,1,Tier 3,Supermarket Type1,2371.5796,1.542
FDF09,6.215,0.012146608,12,OUT035,Fruits and Vegetables,37.9848,Low,3,Tier 2,Supermarket Type1,782.9808,0.509
FDW43,20.1,0.022552083,9,OUT017,Fruits and Vegetables,226.6036,Very_High,2,Tier 2,Supermarket Type1,6831.108,4.44
FDU19,8.77,0.047036036,9,OUT017,Fruits and Vegetables,170.5422,High,2,Tier 2,Supermarket Type1,2759.0752,1.793
FDA50,16.25,0.087158654,12,OUT035,Dairy,95.141,Medium,3,Tier 2,Supermarket Type1,2220.443,1.443
FDS48,15.15,0.027756137,29,OUT013,Baking Goods,150.4708,High,1,Tier 3,Supermarket Type1,2106.5912,1.369
NCH07,13.15,0.092589917,29,OUT013,Household,159.5604,High,1,Tier 3,Supermarket Type1,1901.5248,1.236
NCK54,12.15,0.02951482,29,OUT013,Household,117.615,Medium,1,Tier 3,Supermarket Type1,1514.695,0.985
FDD53,16.2,0.077427883,31,OUT019,Frozen Foods,41.8454,Low,3,Tier 1,Grocery Store,41.9454,0.027
FDV58,20.85,0.121227447,12,OUT035,Snack Foods,197.5452,High,3,Tier 2,Supermarket Type1,4306.3944,2.799
FDI08,18.2,0.066284519,12,OUT035,Fruits and Vegetables,247.2092,Very_High,3,Tier 2,Supermarket Type1,3486.1288,2.266
FDD08,8.3,0.03549838,7,OUT018,Fruits and Vegetables,36.6506,Low,2,Tier 3,Supermarket Type2,455.4072,0.296
FDX34,6.195,0.072131519,14,OUT045,Snack Foods,120.1098,Medium,2,Tier 2,Supermarket Type1,2892.2352,1.88
FDX55,15.1,0.060424871,14,OUT045,Fruits and Vegetables,216.4166,Very_High,2,Tier 2,Supermarket Type1,2830.3158,1.84
NCS05,11.5,0.021020616,14,OUT045,Health and Hygiene,130.7942,Medium,2,Tier 2,Supermarket Type1,2782.3782,1.809
FDL04,19,0.111902259,12,OUT035,Frozen Foods,105.4622,Medium,3,Tier 2,Supermarket Type1,1905.5196,1.239
FDJ53,10.5,0.071548187,7,OUT018,Frozen Foods,120.2098,Medium,2,Tier 3,Supermarket Type2,602.549,0.392
FDB47,8.8,0.071540443,17,OUT049,Snack Foods,210.6612,Very_High,2,Tier 1,Supermarket Type1,2508.7344,1.631
NCS29,9,0.121765124,31,OUT019,Health and Hygiene,264.1884,Very_High,3,Tier 1,Grocery Store,264.9884,0.172
FDB33,17.75,0.014609738,14,OUT045,Fruits and Vegetables,160.4262,High,2,Tier 2,Supermarket Type1,3182.524,2.069
FDL52,6.635,0.080697998,31,OUT019,Frozen Foods,39.8506,Low,3,Tier 1,Grocery Store,37.9506,0.025
FDB03,17.75,0.156802171,12,OUT035,Dairy,242.1538,Very_High,3,Tier 2,Supermarket Type1,4326.3684,2.812
FDW20,20.75,0.024144862,12,OUT035,Fruits and Vegetables,123.373,Medium,3,Tier 2,Supermarket Type1,2093.941,1.361
FDT10,16.7,0.062297249,7,OUT018,Snack Foods,60.6562,Low,2,Tier 3,Supermarket Type2,592.562,0.385
FDK04,7.36,0.052058711,31,OUT027,Frozen Foods,55.5588,Low,2,Tier 3,Supermarket Type3,1145.176,0.744
NCL07,13.85,0.031402114,14,OUT045,Others,40.248,Low,2,Tier 2,Supermarket Type1,319.584,0.208
FDZ31,15.35,0.113217223,19,OUT046,Fruits and Vegetables,191.1504,High,3,Tier 1,Supermarket Type1,1725.7536,1.122
FDE45,12.1,0.046779975,12,OUT035,Fruits and Vegetables,177.3002,High,3,Tier 2,Supermarket Type1,3044.7034,1.979
NCK54,12.15,0.02951482,7,OUT018,Household,118.515,Medium,2,Tier 3,Supermarket Type2,1398.18,0.909
DRE15,13.35,0.031139933,31,OUT019,Dairy,74.8012,Medium,3,Tier 1,Grocery Store,303.6048,0.197
NCQ38,16.35,0.013363902,12,OUT035,Others,106.128,Medium,3,Tier 2,Supermarket Type1,1917.504,1.246
FDB08,6.055,0.030952737,31,OUT027,Fruits and Vegetables,160.1578,High,2,Tier 3,Supermarket Type3,3048.6982,1.982
DRF49,7.27,0.07136748,7,OUT018,Soft Drinks,111.8518,Medium,2,Tier 3,Supermarket Type2,2277.036,1.48
DRC27,13.8,0.058192802,17,OUT049,Dairy,246.9802,Very_High,2,Tier 1,Supermarket Type1,5896.3248,3.833
FDB37,20.25,0.022976493,17,OUT049,Baking Goods,240.3538,Very_High,2,Tier 1,Supermarket Type1,4086.0146,2.656
FDS35,9.3,0.111220521,19,OUT046,Breads,65.7826,Low,3,Tier 1,Supermarket Type1,968.739,0.63
FDE47,14.15,0.037967687,17,OUT049,Starchy Foods,125.6046,Medium,2,Tier 1,Supermarket Type1,1618.5598,1.052
NCT53,5.4,0.056734384,31,OUT027,Health and Hygiene,164.5526,High,2,Tier 3,Supermarket Type3,2302.3364,1.497
FDL14,8.115,0.032158866,19,OUT046,Canned,154.8972,High,3,Tier 1,Supermarket Type1,1713.7692,1.114
FDP21,7.42,0.045068892,31,OUT019,Snack Foods,190.8872,High,3,Tier 1,Grocery Store,945.436,0.615
NCV54,11.1,0.033176087,14,OUT045,Household,120.1124,Medium,2,Tier 2,Supermarket Type1,1896.1984,1.233
NCO41,12.5,0.018845298,12,OUT035,Health and Hygiene,96.7384,Medium,3,Tier 2,Supermarket Type1,2759.0752,1.793
FDQ59,9.8,0.056375879,12,OUT035,Breads,84.6908,Medium,3,Tier 2,Supermarket Type1,1006.6896,0.654
FDQ01,19.7,0.161356273,7,OUT018,Canned,253.1014,Very_High,2,Tier 3,Supermarket Type2,2805.0154,1.823
FDQ48,14.3,0.034605882,9,OUT017,Baking Goods,95.9726,Medium,2,Tier 2,Supermarket Type1,2153.1972,1.4
FDP09,19.75,0.033942546,17,OUT049,Snack Foods,213.5902,Very_High,2,Tier 1,Supermarket Type1,4460.1942,2.899
FDK55,18.5,0.025740259,29,OUT013,Meat,89.4172,Medium,1,Tier 3,Supermarket Type1,1605.9096,1.044
NCJ43,6.635,0.026938317,31,OUT027,Household,174.1396,High,2,Tier 3,Supermarket Type3,4012.1108,2.608
FDI07,12.35,0.033754478,12,OUT035,Meat,199.0426,High,3,Tier 2,Supermarket Type1,3361.6242,2.185
NCW41,18,0.015375557,31,OUT027,Health and Hygiene,156.9604,High,2,Tier 3,Supermarket Type3,4278.4308,2.781
FDG33,5.365,0.140458316,17,OUT049,Seafood,169.7764,High,2,Tier 1,Supermarket Type1,3263.7516,2.121
NCO05,7.27,0.046333982,31,OUT027,Health and Hygiene,97.2384,Medium,2,Tier 3,Supermarket Type3,2660.5368,1.729
FDH53,20.5,0.021053266,12,OUT035,Frozen Foods,82.8592,Medium,3,Tier 2,Supermarket Type1,908.1512,0.59
FDR49,8.71,0.139228412,19,OUT046,Canned,49.5376,Low,3,Tier 1,Supermarket Type1,1198.44,0.779
FDF33,7.97,0.023382389,31,OUT027,Seafood,109.4596,Medium,2,Tier 3,Supermarket Type3,1833.6132,1.192
FDQ51,16,0.019240109,9,OUT017,Meat,48.1718,Low,2,Tier 2,Supermarket Type1,756.3488,0.492
FDZ38,17.6,0.00799436,29,OUT013,Dairy,171.6422,High,1,Tier 3,Supermarket Type1,3793.7284,2.466
FDV52,20.7,0.121767168,14,OUT045,Frozen Foods,118.9466,Medium,2,Tier 2,Supermarket Type1,353.5398,0.23
FDM50,13,0.030083482,12,OUT035,Canned,61.922,Low,3,Tier 2,Supermarket Type1,1557.972,1.013
FDV60,20.2,0.118025091,9,OUT017,Baking Goods,195.811,High,2,Tier 2,Supermarket Type1,2553.343,1.66
FDG60,20.35,0.060649213,29,OUT013,Baking Goods,232.7616,Very_High,1,Tier 3,Supermarket Type1,2812.3392,1.828
FDN13,18.6,0.151931742,29,OUT013,Breakfast,101.1358,Medium,1,Tier 3,Supermarket Type1,1105.8938,0.719
